0.0,98.13
0.1,98.13
0.2,98.89
0.3,98.13
0.41,97.37
0.51,98.13
0.61,98.13
0.71,98.13
0.81,98.13
0.92,98.13
1.02,98.13
1.12,98.89
1.22,98.13
1.32,98.13
1.42,98.13
1.53,98.13
1.63,98.13
1.73,98.13
1.83,98.13
1.93,97.37
2.04,98.13
2.14,98.13
2.24,97.37
2.34,98.13
2.44,97.37
2.55,98.89
2.65,98.13
2.75,97.37
2.85,98.13
2.95,98.13
3.06,98.13
3.16,98.13
3.26,97.37
3.36,98.13
3.46,97.37
3.56,98.13
3.67,98.13
3.77,98.13
3.87,98.89
3.97,98.13
4.07,97.37
4.18,97.37
4.28,98.13
4.38,98.13
4.48,98.13
4.58,97.37
4.69,98.13
4.79,98.89
4.89,100.41
4.99,101.93
5.09,104.97
5.19,106.49
5.3,108.78
5.4,109.54
5.5,110.3
5.6,111.82
5.7,112.58
5.81,112.58
5.91,114.1
6.01,113.34
6.11,114.1
6.21,114.1
6.32,114.86
6.42,114.86
6.52,114.86
6.62,115.62
6.72,115.62
6.82,116.38
6.93,116.38
7.03,119.42
7.13,116.38
7.23,115.62
7.34,115.62
7.44,114.86
7.54,114.1
7.64,114.1
7.74,114.86
7.84,114.1
7.95,114.1
8.05,113.34
8.15,113.34
8.25,113.34
8.35,112.58
8.46,112.58
8.56,112.58
8.66,112.58
8.76,112.58
8.86,112.58
8.97,112.58
9.07,111.82
9.17,111.82
9.27,111.06
9.37,111.06
9.48,111.06
9.58,111.06
9.68,111.06
9.78,111.06
9.88,110.3
9.99,111.82
10.09,111.06
10.19,111.06
10.29,110.3
10.39,110.3
10.5,110.3
10.6,110.3
10.7,110.3
10.8,109.54
10.9,109.54
11.01,109.54
11.11,110.3
11.21,109.54
11.31,109.54
11.42,109.54
11.52,109.54
11.62,109.54
11.72,109.54
11.82,109.54
11.93,108.78
12.03,108.78
12.13,109.54
12.23,109.54
12.33,108.78
12.44,108.78
12.54,108.78
12.64,108.78
12.74,108.78
12.84,109.54
12.95,108.78
13.05,108.01
13.15,109.54
13.25,108.78
13.35,108.78
13.46,108.78
13.56,108.78
13.66,108.78
13.76,108.78
13.86,108.01
13.97,108.78
14.07,108.01
14.17,108.01
14.27,108.01
14.37,108.78
0.0,98.13
0.1,98.13
0.2,98.89
0.3,98.13
0.41,98.13
0.51,98.13
0.61,98.13
0.71,98.13
0.81,98.13
0.92,97.37
1.02,98.89
1.12,98.13
1.22,98.13
1.32,98.13
1.42,98.13
1.53,98.89
1.63,98.89
1.73,98.13
1.83,98.13
1.93,98.13
2.04,98.13
2.14,98.13
2.24,98.13
2.34,98.13
2.44,98.13
2.55,98.13
2.65,97.37
2.75,98.13
2.85,98.13
2.95,98.13
3.06,98.13
3.16,98.13
3.26,98.13
3.36,98.13
3.46,98.13
3.56,101.17
3.67,103.45
3.77,105.73
3.87,108.01
3.97,109.54
4.07,110.3
4.18,111.06
4.28,111.06
4.38,112.58
4.48,112.58
4.58,113.34
4.69,114.1
4.79,114.86
4.89,114.86
4.99,114.1
5.09,114.1
5.2,115.62
5.3,115.62
5.4,116.38
5.5,117.14
5.6,118.66
5.71,116.38
5.81,115.62
5.91,114.86
6.01,115.62
6.11,114.86
6.22,114.86
6.32,114.86
6.42,114.1
6.52,114.1
6.62,113.34
6.73,113.34
6.83,113.34
6.93,112.58
7.03,112.58
7.13,113.34
7.24,111.82
7.34,112.58
7.44,112.58
7.54,112.58
7.64,111.82
7.75,111.82
7.85,111.82
7.95,111.82
8.05,111.06
8.15,111.82
8.25,111.06
8.36,111.06
8.46,111.06
8.56,111.06
8.66,111.06
8.76,110.3
8.87,111.06
8.97,111.06
9.07,111.06
9.17,109.54
9.27,110.3
9.38,110.3
9.48,109.54
9.58,110.3
9.68,110.3
9.78,110.3
9.89,109.54
9.99,110.3
10.09,109.54
10.19,109.54
10.29,109.54
10.4,109.54
10.5,108.78
10.6,109.54
10.7,109.54
10.8,109.54
10.91,109.54
11.01,109.54
11.11,109.54
11.21,109.54
11.31,108.78
11.42,109.54
11.52,108.78
11.62,108.78
11.72,108.78
11.82,108.78
11.93,108.78
12.03,108.78
12.13,108.01
12.23,108.78
12.34,108.78
12.44,108.01
12.54,108.01
12.64,108.78
12.74,108.78
12.85,108.78
12.95,108.78
13.05,108.01
13.15,108.78
13.25,108.01
13.35,108.78
13.46,108.01
13.56,108.01
13.66,108.01
13.76,108.78
13.86,108.78
13.97,108.78
14.07,108.01
14.17,108.01
14.27,108.01
14.38,108.01
14.48,108.01
14.58,108.78
14.68,108.01
14.78,108.01
14.89,108.01
14.99,107.25
15.09,107.25
15.19,107.25
15.29,108.01
15.4,108.01
15.5,108.01
15.6,107.25
15.7,107.25
15.8,108.01
15.91,107.25
16.01,107.25
16.11,108.01
16.21,107.25
16.31,108.01
16.42,107.25
16.52,106.49
16.62,107.25
16.72,107.25
16.82,107.25
16.93,107.25
17.03,107.25
17.13,107.25
17.23,106.49
17.33,106.49
17.44,106.49
17.54,106.49
17.64,106.49
17.74,106.49
17.84,107.25
17.95,105.73
18.05,106.49
18.15,106.49
18.25,105.73
18.35,106.49
18.46,105.73
18.56,106.49
18.66,105.73
18.76,105.73
18.86,105.73
18.97,105.73
19.07,104.97
19.17,104.97
19.27,104.97
19.38,105.73
19.48,104.97
19.58,104.97
19.68,104.97
19.78,105.73
19.89,104.97
19.99,104.21
20.09,104.21
20.19,104.97
20.29,104.21
20.4,104.21
20.5,104.21
20.6,104.21
20.7,103.45
20.8,104.21
20.9,104.21
21.01,104.21
21.11,104.21
21.21,104.21
21.31,104.21
21.42,104.21
21.52,104.21
21.62,103.45
21.72,104.21
21.82,103.45
21.93,104.21
22.03,104.21
22.13,103.45
22.23,103.45
22.33,102.69
22.44,102.69
22.54,102.69
22.64,102.69
22.74,102.69
22.84,102.69
22.95,101.93
23.05,101.93
23.15,101.93
23.25,102.69
23.35,101.93
23.46,101.93
23.56,102.69
23.66,101.93
23.76,101.93
23.86,101.93
23.97,101.93
24.07,101.17
24.17,101.93
24.27,101.93
24.37,101.17
24.48,101.17
24.58,101.17
24.68,101.17
24.78,101.17
24.89,101.17
24.99,101.17
25.09,101.17
25.19,100.41
25.29,100.41
25.4,101.17
25.5,100.41
25.6,100.41
25.7,100.41
25.8,100.41
25.91,99.65
26.01,100.41
26.11,99.65
26.21,99.65
26.31,100.41
26.42,99.65
26.52,99.65
26.62,99.65
26.72,99.65
26.82,100.41
26.93,99.65
27.03,99.65
27.13,99.65
27.23,100.41
27.33,100.41
27.44,99.65
27.54,99.65
27.64,98.89
27.74,99.65
27.84,98.89
27.94,98.89
28.05,99.65
28.15,99.65
28.25,99.65
28.35,99.65
28.45,99.65
28.56,99.65
28.66,98.89
28.76,98.89
28.86,99.65
28.96,99.65
29.07,99.65
29.17,100.41
29.27,98.89
29.37,99.65
29.47,99.65
29.58,98.89
29.68,98.13
29.78,99.65
29.88,98.89
29.98,98.89
30.09,98.89
30.19,98.13
30.29,98.89
30.39,98.89
30.49,98.89
30.6,98.89
30.7,98.89
30.8,98.89
30.9,98.89
31.0,98.89
31.11,98.13
31.21,98.89
31.31,98.89
31.41,98.89
31.51,98.89
31.62,98.89
31.72,98.89
31.82,98.13
31.92,98.13
32.02,98.13
32.13,98.89
32.23,98.13
32.33,98.13
32.43,98.89
32.53,98.89
32.63,98.13
32.74,98.13
32.84,98.89
32.94,98.13
33.04,98.89
33.15,98.89
33.25,98.89
33.35,98.89
33.45,98.13
33.55,98.89
33.65,98.13
33.76,98.13
33.86,98.13
33.96,98.13
34.06,98.89
34.16,98.89
34.27,98.89
34.37,98.89
34.47,98.89
34.57,98.89
34.67,98.13
34.78,98.13
34.88,98.13
34.98,98.13
35.08,98.89
35.18,98.13
35.29,98.13
35.39,98.89
35.49,98.13
35.59,98.89
35.69,98.89
35.79,99.65
35.9,98.89
36.0,98.13
36.1,98.89
36.2,99.65
36.31,99.65
36.41,99.65
36.51,99.65
36.61,100.41
