0.02,28.3
0.12,28.3
0.22,28.3
0.33,28.3
0.43,28.3
0.53,28.3
0.63,28.3
0.73,28.3
0.83,28.3
0.94,28.3
1.04,28.3
1.14,28.3
1.24,28.3
1.34,28.3
1.45,28.3
1.55,28.3
1.65,28.3
1.75,28.3
1.85,28.3
1.95,28.4
2.08,28.4
2.18,28.4
2.28,28.4
2.38,28.4
2.49,28.4
2.59,28.4
2.69,28.4
2.79,28.4
2.89,28.4
3.0,28.4
3.1,28.4
3.2,28.4
3.3,28.4
3.4,28.4
3.51,28.4
3.61,28.4
3.71,28.4
3.81,28.4
3.91,28.4
4.03,28.4
4.14,28.4
4.24,28.4
4.34,28.4
4.44,28.4
4.54,28.4
4.65,28.4
4.75,28.4
4.85,28.4
4.95,28.4
5.05,28.4
5.15,28.4
5.26,28.4
5.36,28.4
5.46,28.4
5.56,28.4
5.66,28.4
5.77,28.4
5.87,28.4
5.97,28.4
6.09,28.4
6.2,28.4
6.3,28.4
6.4,28.4
6.5,28.4
6.6,28.4
6.7,28.4
6.81,28.4
6.91,28.4
7.01,28.4
7.11,28.4
7.21,28.4
7.32,28.4
7.42,28.4
7.52,28.4
7.62,28.4
7.72,28.4
7.82,28.4
7.93,28.4
8.05,28.6
8.15,28.6
8.25,28.6
8.35,28.6
8.46,28.6
8.56,28.6
8.66,28.6
8.76,28.6
8.86,28.6
8.97,28.6
9.07,28.6
9.17,28.6
9.27,28.6
9.37,28.6
9.47,28.6
9.58,28.6
9.68,28.6
9.78,28.6
9.88,28.6
9.98,28.7
10.11,28.7
10.21,28.7
10.31,28.7
10.41,28.7
10.52,28.7
10.62,28.7
10.72,28.7
10.82,28.7
10.92,28.7
11.02,28.7
11.13,28.7
11.23,28.7
11.33,28.7
11.43,28.7
11.53,28.7
11.64,28.7
11.74,28.7
11.84,28.7
11.94,28.7
12.06,28.8
12.17,28.8
12.27,28.8
12.37,28.8
12.47,28.8
12.57,28.8
12.68,28.8
12.78,28.8
12.88,28.8
12.98,28.8
13.08,28.8
13.19,28.8
13.29,28.8
13.39,28.8
13.49,28.8
13.59,28.8
13.7,28.8
13.8,28.8
13.9,28.8
14.0,28.9
14.13,28.9
14.23,28.9
14.33,28.9
14.43,28.9
14.53,28.9
14.64,28.9
14.74,28.9
14.84,28.9
14.94,28.9
15.04,28.9
15.14,28.9
15.25,28.9
15.35,28.9
15.45,28.9
15.55,28.9
15.65,28.9
15.76,28.9
15.86,28.9
15.96,28.9
16.08,29.1
16.18,29.1
16.29,29.1
16.39,29.1
16.49,29.1
16.59,29.1
16.69,29.1
16.79,29.1
16.9,29.1
17.0,29.1
17.1,29.1
17.2,29.1
17.3,29.1
17.41,29.1
17.51,29.1
17.61,29.1
17.71,29.1
17.81,29.1
17.92,29.1
18.02,29.2
18.14,29.2
18.24,29.2
18.34,29.2
18.45,29.2
18.55,29.2
18.65,29.2
18.75,29.2
18.85,29.2
18.96,29.2
19.06,29.2
19.16,29.2
19.26,29.2
19.36,29.2
19.47,29.2
19.57,29.2
19.67,29.2
19.77,29.2
19.87,29.2
19.98,29.2
20.1,29.4
20.2,29.4
20.3,29.4
20.4,29.4
20.51,29.4
20.61,29.4
20.71,29.4
20.81,29.4
20.92,29.4
21.02,29.4
21.12,29.4
21.22,29.4
21.32,29.4
21.42,29.4
21.52,29.4
21.63,29.4
21.73,29.4
21.83,29.4
21.93,29.4
22.03,29.5
22.16,29.5
22.26,29.5
22.36,29.5
22.46,29.5
22.57,29.5
22.67,29.5
22.77,29.5
22.87,29.5
22.97,29.5
23.07,29.5
23.18,29.5
23.28,29.5
23.38,29.5
23.48,29.5
23.58,29.5
